-203.574 ,712.54 ,-57.4116 ,粗矿石
-200.621 ,700.864 ,-57.0573 ,粗矿石
-191.68 ,712.998 ,-57.3469 ,粗矿石
-166.549 ,695.787 ,-56.8128 ,粗矿石
-151.471 ,718.146 ,-57.517 ,粗矿石
-150.963 ,724.075 ,-55.7255 ,粗矿石
-132.483 ,700.989 ,-57.7973 ,粗矿石
-185.471 ,740.132 ,-57.3409 ,粗矿石
-187.378 ,752.62 ,-57.5542 ,粗矿石
-188.531 ,788.284 ,-57.5491 ,粗矿石
-179.354 ,794.573 ,-57.728 ,粗矿石
-169.15 ,805.993 ,-57.59 ,粗矿石
-146.462 ,818.799 ,-57.59 ,粗矿石
-137.775 ,811.93 ,-57.5902 ,粗矿石
-139.096 ,791.149 ,-57.58 ,粗矿石
-150.96 ,758.844 ,-57.6695 ,粗矿石
-133.609 ,833.047 ,-44.9852 ,粗矿石
-116.858 ,816.403 ,-47.1775 ,粗矿石
-247.465 ,688.903 ,-57.6585 ,粗矿石
-251.54 ,694.647 ,-57.9762 ,粗矿石
-266.039 ,707.936 ,-56.5206 ,粗矿石
-271.9 ,685.969 ,-57.5797 ,粗矿石
-301.662 ,672.626 ,-57.5607 ,粗矿石
-317.116 ,664.935 ,-57.2902 ,粗矿石
-343.206 ,644.152 ,-57.4897 ,粗矿石
-365.698 ,639.077 ,-57.6194 ,粗矿石
-395.829 ,589.335 ,-57.4224 ,粗矿石
-405.214 ,576.624 ,-57.4737 ,粗矿石
-495.996 ,557.566 ,-57.7168 ,粗矿石
-442.769 ,572.603 ,-46.3269 ,粗矿石
-449.332 ,570.526 ,-47.3523 ,粗矿石
-430.558 ,556.837 ,-43.0681 ,粗矿石
-422.579 ,561.427 ,-42.8775 ,粗矿石
-388.56 ,580.254 ,-29.4958 ,粗矿石
-509.266 ,553.699 ,-57.4409 ,粗矿石
-525.971 ,546.302 ,-57.6105 ,粗矿石
-555.19 ,533.941 ,-57.5283 ,粗矿石
-590.057 ,543.239 ,-57.429 ,粗矿石
-617.268 ,523.806 ,-57.5333 ,粗矿石
-626.46 ,512.763 ,-57.2526 ,粗矿石
-624.633 ,557.309 ,-56.7814 ,粗矿石
-614.56 ,576.202 ,-42.4232 ,粗矿石
-631.515 ,562.414 ,-57.5227 ,粗矿石
-637.078 ,542.42 ,-57.3966 ,粗矿石
-649.553 ,558.936 ,-57.5059 ,粗矿石
-678.044 ,597.872 ,-57.3485 ,粗矿石
-691.224 ,570.02 ,-57.083 ,粗矿石
-717.106 ,570.107 ,-57.5832 ,粗矿石
-706.368 ,552.904 ,-56.3141 ,粗矿石
-714.716 ,530.306 ,-57.2653 ,粗矿石
-740.286 ,518.037 ,-57.4088 ,粗矿石
-752.993 ,513.829 ,-57.4943 ,粗矿石
-769.484 ,507.83 ,-57.5748 ,粗矿石
-767.224 ,486.673 ,-57.536 ,粗矿石
-805.093 ,489.206 ,-57.6002 ,粗矿石
-819.549 ,475.625 ,-57.1337 ,粗矿石
-815.911 ,449.092 ,-57.5142 ,粗矿石
-798.999 ,429.878 ,-57.1257 ,粗矿石
-791.471 ,437.319 ,-57.5354 ,粗矿石
-790.522 ,412.01 ,-57.4535 ,粗矿石
-776.506 ,404.17 ,-57.6216 ,粗矿石
-784.754 ,397.1 ,-57.2349 ,粗矿石
-766.085 ,389.997 ,-57.31 ,粗矿石
-771.026 ,367.82 ,-53.5614 ,粗矿石
-786.46 ,380.877 ,-55.4523 ,粗矿石
-354.293 ,965.059 ,-41.2284 ,粗矿石
-332.28 ,973.198 ,-41.2124 ,粗矿石
-318.749 ,984.383 ,-41.4445 ,粗矿石
-293.052 ,1001.72 ,-41.1608 ,粗矿石
-268.241 ,1006.15 ,-41.1347 ,粗矿石
-325.145 ,961.34 ,-39.636 ,粗矿石
-384.276 ,916.622 ,-39.3905 ,粗矿石
-311.988 ,885.61 ,-24.6047 ,粗矿石
-294.593 ,866.554 ,-12.8934 ,粗矿石
-864.609 ,790.949 ,-59.692 ,粗矿石
-837.144 ,782.679 ,-60.3802 ,粗矿石
-876.247 ,765.22 ,-59.9554 ,粗矿石
-869.607 ,736.705 ,-60.7142 ,粗矿石
-856.204 ,736.276 ,-60.4904 ,粗矿石
-837.476 ,875.025 ,-49.1696 ,粗矿石
-819.307 ,885.439 ,-46.0409 ,粗矿石
-816.027 ,922.35 ,-46.1607 ,粗矿石
-737.66 ,910.889 ,-18.93 ,粗矿石
-725.136 ,883.632 ,-18.6227 ,粗矿石
-733.696 ,888.463 ,-18.5401 ,粗矿石
-691.077 ,853.839 ,-24.6583 ,粗矿石
-657.156 ,850.055 ,-24.3266 ,粗矿石
-650.643 ,833.097 ,-24.2344 ,粗矿石
