-1582.84    ,-593.137    ,-52.5    ,寒菌幼株
-1430.56    ,-687.315    ,-51.0106    ,寒菌幼株
-1398.85    ,-611.334    ,-42.73    ,寒菌幼株
-1400.1    ,-599.929    ,-40.3548    ,寒菌幼株
-1326.46    ,-569.869    ,-40.3601    ,寒菌幼株
-1353.87    ,-571.333    ,-37.4    ,寒菌幼株
-1288.93    ,-558.075    ,-35.8159    ,寒菌幼株
-1288.53    ,-543.506    ,-42.0365    ,寒菌幼株
-1258.79    ,-567.066    ,-34.7128    ,寒菌幼株
-1238.07    ,-547.736    ,-39.445    ,寒菌幼株
-1214.43    ,-642.629    ,-41.9823    ,寒菌幼株
-1185.97    ,-634.096    ,-18.0393    ,寒菌幼株
-1181.39    ,-622.966    ,-18.7368    ,寒菌幼株
-1141.3    ,-617.049    ,-33.72    ,寒菌幼株
-1123.35    ,-635.554    ,-33.6127    ,寒菌幼株
-1148.34    ,-591.618    ,-21.9101    ,寒菌幼株
-1117.43    ,-680.937    ,-28.4938    ,寒菌幼株
-1060.05    ,-692.044    ,-37.2454    ,寒菌幼株
-1051.95    ,-612.346    ,-43.6976    ,寒菌幼株
-1089.48    ,-595.648    ,-29.8838    ,寒菌幼株
-1165.21    ,-702.426    ,-32.3634    ,寒菌幼株
-1206.34    ,-745.487    ,-39.9275    ,寒菌幼株
-1244.46    ,-785.572    ,-48.0578    ,寒菌幼株
-1289.35    ,-711.333    ,-43.917    ,寒菌幼株
-1285.91    ,-659.351    ,-39.5913    ,寒菌幼株
-1362.12    ,-789.167    ,-40.8382    ,寒菌幼株
-1111.4    ,-685.068    ,-60.5996    ,寒菌幼株
-1097.97    ,-667.173    ,-62.917    ,寒菌幼株
-1100.91    ,-648.745    ,-64.2877    ,寒菌幼株
-1052.11    ,-650.438    ,-67.473    ,寒菌幼株
-1132.04    ,-679.232    ,-22.2053    ,寒菌幼株
-1041.1    ,-707.589    ,-72.9594    ,寒菌幼株
-1045.92    ,-704.881    ,-73.0142    ,寒菌幼株
-708.637    ,-523.016    ,-41.0613    ,寒菌幼株
-713.392    ,-530.025    ,-40.2629    ,寒菌幼株
-741.701    ,-611.436    ,-40.7419    ,寒菌幼株
-746.507    ,-615.924    ,-40.7293    ,寒菌幼株
-713.028    ,-602.415    ,-41.1106    ,寒菌幼株
-904.685    ,-608.259    ,-37.116    ,寒菌幼株
-954.119    ,-458.865    ,-15.7951    ,寒菌幼株
