-166.706 ,717.67 ,-56.615 ,耶悉茗
-181.482 ,716.534 ,-56.6562 ,耶悉茗
-176.154 ,728.574 ,-57.16 ,耶悉茗
-148.374 ,737.352 ,-46.1665 ,耶悉茗
-160.726 ,830.277 ,-56.2874 ,耶悉茗
-172.06 ,811.734 ,-56.7648 ,耶悉茗
-127.883 ,796.989 ,-56.2974 ,耶悉茗
-297.449 ,697.703 ,-56.9064 ,耶悉茗
-353.991 ,665.798 ,-56.9445 ,耶悉茗
-378.64 ,609.045 ,-57.2402 ,耶悉茗
-419.6 ,581.515 ,-57.2112 ,耶悉茗
-487.406 ,567.132 ,-51.9429 ,耶悉茗
-861.598 ,639.324 ,-57.79 ,耶悉茗
-831.382 ,796.226 ,-57.7854 ,耶悉茗
-757.419 ,758.602 ,-26.031 ,耶悉茗
-738.338 ,826.248 ,-23.0665 ,耶悉茗
-714.339 ,893.252 ,-18.636 ,耶悉茗
-730.516 ,914.668 ,-18.7618 ,耶悉茗
-743.358 ,970.253 ,-27.5438 ,耶悉茗
-814.428 ,911.066 ,-44.3187 ,耶悉茗
-820.085 ,943.18 ,-51.8325 ,耶悉茗
-823.647 ,949.516 ,-54.2986 ,耶悉茗
-630.584 ,943.859 ,-27.7909 ,耶悉茗
-548.899 ,919.114 ,-15.7763 ,耶悉茗
-368.386 ,925.893 ,-39.673 ,耶悉茗
-352.482 ,886.483 ,-27.7302 ,耶悉茗
-372.385 ,866.303 ,-25.2083 ,耶悉茗
-389.515 ,876.573 ,-28.2007 ,耶悉茗
-361.878 ,912.585 ,-29.8557 ,耶悉茗
-506.86 ,542.342 ,-57.3555 ,耶悉茗
-547.7 ,533.632 ,-57.3896 ,耶悉茗
-659.586 ,541.485 ,-54.7302 ,耶悉茗
-670.21 ,539.039 ,-54.74 ,耶悉茗
-671.082 ,550.967 ,-54.3524 ,耶悉茗
-681.877 ,549.418 ,-54.4715 ,耶悉茗
-694.952 ,554.761 ,-54.7644 ,耶悉茗
-687.374 ,546.015 ,-54.462 ,耶悉茗
